,airline,cabin class,booking class,duration,price,country code,decreased price
6778,VS,PREMIUM_ECO,W,460,4632.2,92,1
6779,AA,PREMIUM_ECO,W,565,3281.6,109,1
6780,SQ,BUSINESS,C,800,7616.99,171,1
6781,AF,BUSINESS,J,115,1826.02,109,1
6782,SU,ECONOMY,K,265,2415.07,98,1
6783,LH,BUSINESS,J,490,9433.869999999999,95,1
6784,AF,ECONOMY,W,830,3085.07,109,1
6785,BA,BUSINESS,R,490,8269.07,92,1
6786,AA,BUSINESS,D,485,4417.25,95,1
6787,AF,ECONOMY,M,85,1222.02,109,1
6788,AF,BUSINESS,J,732,5411.95,169,1
6789,AF,BUSINESS,C,680,11191.32,109,1
6790,AF,BUSINESS,C,650,4870.15,109,1
6791,EK,BUSINESS,I,870,4145.280000000001,169,1
6792,AF,BUSINESS,I,455,6051.99,109,1
6793,AF,BUSINESS,C,625,11708.66,109,1
6794,BA,ECONOMY,Y,230,2057.16,92,1
6795,BA,PREMIUM_ECO,W,860,4179.09,92,1
6796,BA,PREMIUM_ECO,W,685,6205.27,92,1
6797,AF,ECONOMY,V,745,1433.17,109,1
6798,BA,BUSINESS,D,715,5456.969999999999,169,1
6799,OS,ECONOMY,Y,180,3544.35,95,1
6800,BA,ECONOMY,Y,709,6417.09,92,1
6801,AF,ECONOMY,Y,735,4162.1900000000005,109,1
6802,AF,ECONOMY,K,150,2519.58,109,1
6803,AF,PREMIUM_ECO,S,815,3276.5,109,1
6804,UA,BUSINESS,Z,685,11935.42,95,1
6805,LH,BUSINESS,C,420,4633.18,95,1
6806,AF,ECONOMY,H,765,1370.1599999999999,109,1
6807,AA,BUSINESS,J,660,4764.47,171,1
6808,BA,ECONOMY,Y,707,10387.02,92,1
6809,AF,BUSINESS,D,715,6801.29,169,1
6810,AF,ECONOMY,B,70,2030.0700000000002,109,1
6811,KL,BUSINESS,C,440,5737.96,100,1
6812,FZ,BUSINESS,C,795,5357.67,92,1
6813,DL,BUSINESS,Z,532,4736.5,95,1
6814,BA,BUSINESS,R,480,7721.48,92,1
6815,BA,ECONOMY,B,665,4285.42,92,1
6816,LH,BUSINESS,D,905,4272.98,169,1
6817,IB,ECONOMY,L,290,1871.41,169,1
6818,TK,BUSINESS,D,730,3164.65,169,1
6819,AF,BUSINESS,C,460,8042.29,109,1
6820,DE,ECONOMY,U,1070,2151.86,109,1
6821,BA,PREMIUM_ECO,W,640,6626.38,92,1
6822,BA,BUSINESS,R,715,8627.48,92,1
6823,BA,BUSINESS,R,590,9558.33,92,1
6824,BA,BUSINESS,R,465,9653.279999999999,92,1
6825,EK,ECONOMY,U,380,1077.28,95,1
6826,AF,BUSINESS,I,755,10065.619999999999,109,1
6827,KL,BUSINESS,C,220,2955.86,92,1
6828,BA,BUSINESS,C,300,3531.89,92,1
6829,VS,BUSINESS,I,430,6754.4,92,1
6830,BA,PREMIUM_ECO,W,720,4052.07,92,1
6831,AA,ECONOMY,Y,823,7547.48,92,1
6832,AF,PREMIUM_ECO,S,565,6636.26,169,1
6833,AF,BUSINESS,D,830,6467.22,109,1
6834,BA,BUSINESS,D,680,11663.81,92,1
6835,LH,BUSINESS,P,675,4541.21,95,1
6836,SQ,ECONOMY,E,930,3364.71,95,1
6837,AF,ECONOMY,Y,845,3275.34,109,1
6838,AF,BUSINESS,D,565,4723.98,109,1
6839,BA,BUSINESS,R,465,7136.48,92,1
6840,LH,BUSINESS,D,785,7065.38,95,1
6841,AF,BUSINESS,C,725,7422.65,109,1
6842,LH,ECONOMY,Y,710,5283.07,169,1
6843,AF,ECONOMY,U,1032,2339.66,109,1
6844,IB,PREMIUM_ECO,W,460,3787.65,92,1
6845,AA,PREMIUM_ECO,W,405,4390.3099999999995,92,1
6846,ZI,ECONOMY,Y,110,3046.23,109,1
6847,UA,BUSINESS,Z,490,4080.81,109,1
6848,AF,BUSINESS,I,720,3520.49,109,1
6849,BA,BUSINESS,R,250,3584.27,92,1
6850,KL,BUSINESS,J,860,9237.48,109,1
6851,IB,BUSINESS,I,855,5131.13,109,1
6852,KL,BUSINESS,J,1075,4854.66,171,1
6853,AF,BUSINESS,C,645,20259.78,109,1
6854,BA,BUSINESS,D,500,6376.79,92,1
6855,BA,BUSINESS,R,640,7704.04,92,1
6856,SN,BUSINESS,P,890,4321.62,169,1
6857,BA,PREMIUM_ECO,W,510,4553.91,92,1
6858,AF,ECONOMY,B,595,3201.76,109,1
6859,AF,BUSINESS,C,715,7445.35,109,1
6860,AF,ECONOMY,W,65,2130.29,109,1
6861,AF,BUSINESS,J,626,5967.0599999999995,109,1
6862,AF,ECONOMY,Y,150,898.19,109,1
6863,AF,PREMIUM_ECO,S,455,5534.8099999999995,109,1
6864,JJ,BUSINESS,D,705,3791.85,109,1
6865,BA,PREMIUM_ECO,W,420,7271.9,92,1
6866,OS,BUSINESS,J,85,1157.3,95,1
6867,TP,ECONOMY,M,215,2955.0299999999997,169,1
6868,BA,ECONOMY,B,475,5230.9400000000005,92,1
6869,BA,BUSINESS,C,455,9125.119999999999,92,1
6870,LX,BUSINESS,Z,520,5279.43,171,1
6871,AF,BUSINESS,D,340,7008.63,109,1
6872,LH,PREMIUM_ECO,G,660,5217.38,95,1
6873,AC,PREMIUM_ECO,N,435,3142.95,169,1
6874,TK,ECONOMY,S,605,1090.03,169,1
6875,QR,BUSINESS,I,825,2873.61,169,1
6876,LX,BUSINESS,C,865,7498.06,171,1
6877,AF,BUSINESS,I,685,9901.99,109,1
6878,AF,BUSINESS,J,885,5791.74,171,1
6879,BA,ECONOMY,B,505,5117.85,92,1
6880,AF,ECONOMY,T,175,2938.7799999999997,109,1
6881,IB,ECONOMY,B,480,6590.94,98,1
6882,AF,BUSINESS,I,675,8185.84,109,1
6883,BA,BUSINESS,D,1039,6315.87,171,1
6884,JJ,ECONOMY,M,680,2447.3900000000003,109,1
6885,SA,BUSINESS,D,655,4079.37,95,1
6886,BA,BUSINESS,J,983,7209.94,171,1
6887,BA,ECONOMY,J,790,5561.7,92,1
6888,AF,BUSINESS,C,705,6846.42,109,1
6889,BA,ECONOMY,B,105,1980.0,109,1
6890,TK,BUSINESS,D,1045,2644.5,171,1
6891,AF,ECONOMY,Y,655,5608.389999999999,109,1
6892,BA,PREMIUM_ECO,E,750,4510.09,92,1
6893,LX,ECONOMY,U,795,2626.75,95,1
6894,NH,BUSINESS,D,730,7134.25,95,1
6895,LH,BUSINESS,Z,850,7400.49,171,1
6896,EK,BUSINESS,O,795,4032.12,92,1
6897,BA,BUSINESS,J,580,8287.65,92,1
6898,LH,BUSINESS,D,375,1521.28,169,1
6899,KL,BUSINESS,D,991,8625.57,109,1
6900,AF,BUSINESS,Z,731,4631.68,169,1
6901,LH,ECONOMY,Y,983,5032.17,95,1
6902,EK,ECONOMY,R,425,2981.21,92,1
6903,NH,BUSINESS,C,900,5380.18,169,1
6904,AF,BUSINESS,D,720,4857.3099999999995,109,1
6905,AF,PREMIUM_ECO,A,565,5691.02,109,1
6906,LH,BUSINESS,C,870,4638.01,109,1
6907,AA,BUSINESS,D,737,5320.18,109,1
6908,LH,BUSINESS,J,740,8106.62,95,1
6909,BA,PREMIUM_ECO,W,420,4053.37,92,1
6910,LH,BUSINESS,D,800,6894.37,100,1
6911,LH,BUSINESS,C,570,5246.39,169,1
6912,EK,BUSINESS,I,430,5199.45,95,1
6913,BA,ECONOMY,B,390,3324.98,92,1
6914,9W,BUSINESS,J,580,3067.44,100,1
6915,GF,BUSINESS,C,365,2073.6,109,1
6916,QR,BUSINESS,I,950,3029.8,169,1
6917,BA,ECONOMY,L,170,1069.8,92,1
6918,IB,BUSINESS,J,1290,6187.43,169,1
6919,BA,BUSINESS,R,455,7303.68,92,1
6920,LH,ECONOMY,B,80,2956.83,109,1
6921,NH,BUSINESS,Z,710,3763.11,169,1
6922,AA,BUSINESS,D,940,5698.0,171,1
6923,AF,PREMIUM_ECO,S,801,1885.57,169,1
6924,BA,BUSINESS,C,410,9669.81,92,1
6925,KL,BUSINESS,Z,788,8152.61,100,1
6926,AF,BUSINESS,I,405,5080.6,109,1
6927,AF,ECONOMY,U,105,2435.5,109,1
6928,LH,ECONOMY,H,80,2892.33,173,1
6929,AA,BUSINESS,D,755,5518.77,109,1
6930,AB,ECONOMY,H,525,2575.9,95,1
6931,IB,BUSINESS,I,905,2698.3,169,1
6932,KL,ECONOMY,Y,120,1279.9,109,1
6933,EK,ECONOMY,R,485,1380.15,92,1
6934,LX,BUSINESS,C,905,9338.84,169,1
6935,LH,BUSINESS,Z,605,7360.41,95,1
6936,SQ,BUSINESS,D,760,5162.96,109,1
6937,VS,BUSINESS,I,670,7724.52,92,1
6938,IB,BUSINESS,D,120,1853.0,109,1
6939,AF,BUSINESS,I,440,3539.91,109,1
6940,AF,BUSINESS,C,710,6272.05,109,1
6941,EK,ECONOMY,Q,1185,3061.91,95,1
6942,AF,PREMIUM_ECO,S,995,3735.59,109,1
6943,AF,BUSINESS,I,440,6193.280000000001,109,1
6944,BA,PREMIUM_ECO,W,515,4240.91,92,1
6945,BA,ECONOMY,Y,945,9226.77,92,1
6946,TN,ECONOMY,K,938,3550.21,92,1
6947,LH,ECONOMY,S,475,850.87,95,1
6948,LX,BUSINESS,D,400,3209.04,109,1
6949,DL,ECONOMY,H,640,5375.16,109,1
6950,BA,PREMIUM_ECO,W,480,4483.49,92,1
6951,BA,PREMIUM_ECO,W,690,5066.110000000001,92,1
6952,AY,BUSINESS,D,1060,2879.24,100,1
6953,AA,PREMIUM_ECO,P,565,2619.37,92,1
6954,WY,ECONOMY,U,645,709.62,92,1
6955,LH,ECONOMY,M,445,1364.6799999999998,95,1
6956,BA,BUSINESS,J,105,5744.27,171,1
6957,BA,BUSINESS,R,680,10823.88,92,1
6958,UA,BUSINESS,C,750,4146.3,92,1
6959,AF,BUSINESS,D,685,7944.78,109,1
6960,AF,BUSINESS,C,515,7567.98,109,1
6961,AF,BUSINESS,I,685,8960.65,109,1
6962,SU,BUSINESS,D,460,1970.46,109,1
6963,AF,BUSINESS,C,500,5027.95,109,1
6964,SA,BUSINESS,D,1070,3590.0,169,1
6965,AF,ECONOMY,J,810,7351.31,109,1
6966,AF,BUSINESS,D,670,5690.86,109,1
6967,KL,ECONOMY,Y,420,2806.88,100,1
6968,BA,ECONOMY,Y,435,3657.75,92,1
6969,BA,BUSINESS,R,1040,5908.49,92,1
6970,BA,ECONOMY,B,395,3991.53,92,1
6971,AF,BUSINESS,I,505,4639.1900000000005,109,1
6972,SN,BUSINESS,D,450,7004.34,169,1
6973,UA,BUSINESS,P,495,6178.030000000001,169,1
6974,BA,PREMIUM_ECO,W,410,4141.4400000000005,92,1
6975,CX,BUSINESS,J,920,7576.13,171,1
6976,LH,BUSINESS,D,285,3598.77,92,1
6977,KL,BUSINESS,Z,865,5946.42,100,1
6978,AF,PREMIUM_ECO,A,290,4522.64,109,1
6979,AC,ECONOMY,M,824,4883.95,173,1
6980,BA,ECONOMY,Y,865,2482.08,109,1
6981,EK,BUSINESS,I,800,5140.39,171,1
6982,AF,ECONOMY,L,1009,808.29,109,1
6983,AA,BUSINESS,D,930,7315.96,97,1
6984,AF,BUSINESS,D,745,5026.8,109,1
6985,AF,ECONOMY,M,775,2438.9,109,1
6986,UA,ECONOMY,Y,445,2952.94,171,1
6987,AF,ECONOMY,M,300,3619.49,109,1
6988,BA,PREMIUM_ECO,W,585,4111.02,92,1
6989,AF,BUSINESS,D,1035,6720.81,109,1
6990,LX,BUSINESS,D,730,5623.81,171,1
6991,BA,BUSINESS,R,770,7910.31,171,1
6992,DL,BUSINESS,I,455,5173.96,169,1
6993,AF,BUSINESS,D,530,5563.6,109,1
6994,LH,BUSINESS,J,545,7529.8,95,1
6995,KL,ECONOMY,Y,305,3766.7,109,1
6996,AF,BUSINESS,D,410,6976.65,109,1
6997,LX,BUSINESS,C,715,8745.73,171,1
6998,BA,PREMIUM_ECO,W,480,3555.78,92,1
6999,SQ,BUSINESS,J,840,5356.64,109,1
7000,BA,ECONOMY,Y,800,4182.13,109,1
7001,AA,BUSINESS,D,535,7006.81,92,1
7002,CX,ECONOMY,N,895,3198.94,97,1
7003,BA,BUSINESS,D,455,4874.780000000001,92,1
7004,UA,BUSINESS,Z,823,5353.92,169,1
7005,BA,ECONOMY,V,190,3060.6,172,1
7006,AF,ECONOMY,W,85,1370.76,109,1
7007,BA,BUSINESS,D,715,7663.83,92,1
7008,AF,ECONOMY,L,838,2723.38,109,1
7009,KL,BUSINESS,I,740,6712.58,169,1
7010,AF,ECONOMY,W,955,2282.53,109,1
7011,SN,BUSINESS,D,515,6421.219999999999,169,1
7012,BA,BUSINESS,J,895,3411.0,169,1
7013,BA,BUSINESS,R,690,8377.95,92,1
7014,KL,BUSINESS,D,993,6246.26,169,1
7015,LX,BUSINESS,C,745,9734.98,171,1
7016,AF,BUSINESS,C,858,6540.94,169,1
7017,BA,PREMIUM_ECO,W,465,5870.3,92,1
7018,LH,PREMIUM_ECO,G,700,3446.55,95,1
7019,AF,ECONOMY,M,560,3267.88,109,1
7020,BA,PREMIUM_ECO,W,665,6334.8,92,1
7021,CX,BUSINESS,I,670,7751.8,92,1
7022,BA,BUSINESS,C,695,10838.619999999999,92,1
7023,LH,ECONOMY,Y,240,3117.44,173,1
7024,AA,BUSINESS,J,742,7063.8,100,1
7025,BA,PREMIUM_ECO,W,465,4285.07,92,1
7026,KL,ECONOMY,H,650,3384.59,109,1
7027,KL,BUSINESS,I,1015,6501.3,95,1
7028,AF,BUSINESS,J,325,5918.43,109,1
7029,AF,BUSINESS,Z,845,7349.42,171,1
7030,AF,BUSINESS,D,786,5818.73,109,1
7031,DL,ECONOMY,X,855,3890.04,92,1
7032,SQ,BUSINESS,C,905,4741.11,1114,1
7033,AF,BUSINESS,D,635,3872.16,109,1
7034,BA,ECONOMY,J,800,6130.77,92,1
7035,LX,BUSINESS,Z,520,7495.05,171,1
7036,KL,BUSINESS,Z,919,2953.12,169,1
7037,BA,PREMIUM_ECO,W,725,5907.1900000000005,92,1
7038,AF,BUSINESS,I,535,3887.27,109,1
7039,BA,BUSINESS,R,625,8956.83,92,1
7040,KL,BUSINESS,Z,845,4418.64,109,1
7041,MH,BUSINESS,D,435,4293.07,169,1
7042,BA,BUSINESS,R,780,5538.75,169,1
7043,VS,ECONOMY,S,760,4305.68,92,1
7044,AF,BUSINESS,I,655,4198.110000000001,109,1
7045,SK,BUSINESS,Z,115,4478.8,171,1
7046,AA,BUSINESS,D,700,3969.21,169,1
7047,AF,PREMIUM_ECO,A,505,4842.280000000001,109,1
7048,BA,ECONOMY,V,-240,3776.4700000000003,98,1
7049,BA,ECONOMY,Y,130,2582.27,92,1
7050,SN,BUSINESS,Z,500,4390.63,169,1
7051,BA,PREMIUM_ECO,W,590,5403.64,92,1
7052,KL,ECONOMY,W,380,687.05,98,1
7053,AF,ECONOMY,K,555,3729.45,109,1
7054,AF,BUSINESS,D,70,6526.02,109,1
7055,EK,ECONOMY,R,375,3310.96,95,1
7056,KL,ECONOMY,A,320,3727.84,92,1
7057,9W,BUSINESS,J,560,3154.15,100,1
7058,BA,ECONOMY,Y,1565,2989.6099999999997,170,1
7059,AA,BUSINESS,D,940,6798.82,171,1
7060,UA,ECONOMY,Y,861,5814.74,95,1
7061,AF,BUSINESS,Z,660,9629.84,109,1
7062,BA,BUSINESS,R,580,8613.4,92,1
7063,BA,ECONOMY,K,880,2265.85,100,1
7064,AF,BUSINESS,D,630,8241.96,109,1
7065,BA,BUSINESS,C,745,7966.35,92,1
7066,LH,BUSINESS,J,650,9215.3,95,1
7067,BA,BUSINESS,D,790,4929.38,92,1
7068,UA,BUSINESS,D,811,5590.93,95,1
7069,AF,BUSINESS,J,705,6957.71,109,1
7070,AF,BUSINESS,Z,660,7351.24,109,1
7071,AF,BUSINESS,C,710,7858.04,109,1
7072,AF,BUSINESS,J,1188,4894.23,109,1
7073,LH,BUSINESS,D,430,6677.19,95,1
7074,AF,ECONOMY,M,80,2309.7799999999997,109,1
7075,KL,BUSINESS,I,950,7318.56,100,1
7076,LH,BUSINESS,C,485,7243.8,95,1
7077,BA,PREMIUM_ECO,W,500,4822.99,92,1
7078,AF,ECONOMY,U,719,6129.97,109,1
7079,BA,BUSINESS,J,860,10717.48,92,1
7080,AF,BUSINESS,D,710,9635.25,109,1
7081,LH,BUSINESS,J,760,9270.33,95,1
7082,LH,BUSINESS,J,825,7809.6,95,1
7083,LX,BUSINESS,Z,715,8089.02,171,1
7084,AF,BUSINESS,D,1410,5787.61,109,1
7085,UA,BUSINESS,Z,605,6439.83,171,1
7086,LH,BUSINESS,D,355,2467.08,100,1
7087,AA,BUSINESS,J,485,6704.58,97,1
7088,BA,ECONOMY,B,430,5161.98,92,1
7089,LH,BUSINESS,D,350,5265.11,95,1
7090,AF,ECONOMY,Y,815,5505.51,109,1
7091,BA,BUSINESS,D,790,9648.47,92,1
7092,AF,ECONOMY,U,125,1638.1399999999999,109,1
7093,LH,BUSINESS,J,640,7405.48,95,1
7094,AA,BUSINESS,D,890,5782.21,98,1
7095,UA,BUSINESS,D,826,6422.93,169,1
7096,LO,BUSINESS,D,70,2983.54,109,1
7097,KL,BUSINESS,J,765,6795.06,169,1
7098,KL,ECONOMY,B,85,1547.95,100,1
7099,BA,BUSINESS,I,515,4662.530000000001,92,1
7100,BA,BUSINESS,D,835,6358.3,100,1
7101,AF,ECONOMY,Y,715,3622.41,109,1
7102,EK,ECONOMY,W,765,983.49,95,1
7103,AF,BUSINESS,I,645,7198.07,109,1
7104,BA,PREMIUM_ECO,W,590,5386.860000000001,92,1
7105,LH,BUSINESS,C,485,6201.61,95,1
7106,AF,BUSINESS,I,750,5770.04,109,1
7107,LX,BUSINESS,C,695,8755.74,171,1
7108,AF,BUSINESS,Z,650,4819.3,109,1
7109,LH,ECONOMY,U,75,2146.36,169,1
7110,SN,BUSINESS,D,500,5348.58,169,1
7111,BA,PREMIUM_ECO,W,700,2534.67,92,1
7112,LH,BUSINESS,C,650,7451.28,95,1
7113,IB,ECONOMY,P,105,3880.52,98,1
7114,AF,BUSINESS,C,1075,7839.37,109,1
7115,DL,BUSINESS,C,550,4793.81,95,1
7116,BA,PREMIUM_ECO,W,645,5039.16,92,1
7117,BA,PREMIUM_ECO,W,625,4589.83,171,1
7118,LX,ECONOMY,H,665,4462.07,109,1
7119,AF,BUSINESS,D,710,11545.5,109,1
7120,BA,ECONOMY,Y,500,4298.139999999999,92,1
7121,AF,BUSINESS,Z,445,5954.4,109,1
7122,IB,BUSINESS,R,855,3429.22,98,1
7123,AF,BUSINESS,C,845,10292.119999999999,109,1
7124,SU,BUSINESS,C,990,6308.360000000001,109,1
7125,JL,BUSINESS,C,1290,7476.81,109,1
7126,AA,BUSINESS,D,610,6709.94,92,1
7127,AF,BUSINESS,D,710,6221.16,109,1
7128,LH,BUSINESS,D,695,7404.12,95,1
7129,JJ,ECONOMY,B,995,3261.3,92,1
7130,KL,BUSINESS,J,610,6076.1900000000005,109,1
7131,BA,ECONOMY,B,625,2925.27,92,1
7132,TP,ECONOMY,Y,145,4775.34,109,1
7133,IB,BUSINESS,I,835,6181.969999999999,169,1
7134,AA,ECONOMY,Y,1185,6595.91,109,1
7135,AF,ECONOMY,W,70,1601.05,109,1
7136,AF,BUSINESS,I,755,5914.66,109,1
7137,BA,ECONOMY,B,515,4844.0,92,1
7138,KL,BUSINESS,Z,650,4228.92,169,1
7139,BA,ECONOMY,Y,695,3140.68,92,1
7140,AF,ECONOMY,W,65,2759.37,109,1
7141,AF,BUSINESS,C,478,7970.91,109,1
7142,LH,PREMIUM_ECO,E,752,3213.91,95,1
7143,KL,BUSINESS,Z,498,3579.97,169,1
7144,CA,BUSINESS,J,930,5031.69,97,1
7145,AF,BUSINESS,C,670,9950.67,109,1
7146,BA,PREMIUM_ECO,T,415,2674.59,92,1
7147,JJ,BUSINESS,C,585,5736.25,169,1
7148,AF,BUSINESS,I,150,3539.9700000000003,109,1
7149,BA,BUSINESS,R,715,7197.79,92,1
7150,CX,ECONOMY,H,695,1371.6599999999999,109,1
7151,AF,BUSINESS,I,490,7302.21,109,1
7152,AA,BUSINESS,D,878,4096.93,95,1
7153,DL,PREMIUM_ECO,W,823,2592.58,92,1
7154,KL,BUSINESS,D,805,4339.4,109,1
7155,BA,BUSINESS,R,585,6166.81,92,1
7156,AF,ECONOMY,W,80,2538.76,109,1
7157,UA,FIRST,F,437,8486.74,169,1
7158,DL,BUSINESS,Z,683,5198.84,169,1
7159,EK,ECONOMY,U,1380,1919.25,170,1
7160,DL,BUSINESS,D,407,6100.9400000000005,92,1
7161,DL,ECONOMY,Y,130,8161.72,98,1
7162,LX,BUSINESS,D,885,7381.92,171,1
7163,AF,BUSINESS,C,655,6342.0,109,1
7164,AA,BUSINESS,D,820,4478.89,169,1
7165,BA,ECONOMY,M,290,1832.17,109,1
7166,BA,PREMIUM_ECO,W,430,3319.26,92,1
7167,AF,ECONOMY,B,615,5698.78,109,1
7168,BA,PREMIUM_ECO,W,490,5436.04,92,1
7169,LX,BUSINESS,C,895,13914.45,171,1
7170,BA,BUSINESS,R,500,8002.7,92,1
7171,TP,ECONOMY,M,820,2863.08,169,1
7172,LH,BUSINESS,J,795,8404.119999999999,97,1
7173,BA,ECONOMY,B,695,1768.45,98,1
7174,LH,BUSINESS,P,335,4575.93,95,1
7175,AF,BUSINESS,I,715,4354.360000000001,109,1
7176,BA,ECONOMY,Y,1147,7849.69,92,1
7177,QR,ECONOMY,S,455,1501.65,98,1
7178,AA,BUSINESS,D,1005,4724.73,98,1
7179,BA,BUSINESS,D,825,5484.44,109,1
7180,BA,PREMIUM_ECO,W,465,4335.58,92,1
7181,DL,FIRST,P,141,6099.13,169,1
7182,MU,BUSINESS,I,870,4703.98,171,1
7183,EK,BUSINESS,C,1255,2981.04,169,1
7184,BA,ECONOMY,Y,595,2506.77,92,1
7185,AF,BUSINESS,Z,1220,5469.6,95,1
7186,AF,ECONOMY,Y,774,6325.87,109,1
7187,BA,BUSINESS,R,620,12276.68,92,1
7188,AF,ECONOMY,U,115,2867.88,109,1
7189,LX,BUSINESS,Z,520,5879.21,171,1
7190,AA,BUSINESS,D,990,6071.78,109,1
7191,AF,BUSINESS,C,1030,8301.98,109,1
7192,EK,BUSINESS,I,510,4110.780000000001,98,1
7193,VS,BUSINESS,Z,380,5651.9400000000005,92,1
7194,AF,BUSINESS,J,565,5881.22,109,1
7195,BA,BUSINESS,J,905,4261.41,109,1
7196,UA,FIRST,Z,630,6064.530000000001,169,1
7197,CA,ECONOMY,L,680,3397.7200000000003,97,1
7198,KL,BUSINESS,I,1595,6135.32,109,1
7199,AF,BUSINESS,J,918,7809.34,169,1
7200,DL,ECONOMY,L,503,5304.07,169,1
7201,AA,BUSINESS,D,570,6518.27,95,1
7202,AF,BUSINESS,I,780,6126.63,109,1
7203,BA,ECONOMY,B,620,4261.01,92,1
7204,AF,BUSINESS,C,780,3033.04,109,1
7205,AF,ECONOMY,U,115,2397.0299999999997,109,1
7206,AF,BUSINESS,I,705,7552.53,109,1
7207,LH,BUSINESS,J,1145,8337.23,95,1
7208,AF,ECONOMY,B,705,3417.89,109,1
7209,AF,BUSINESS,D,529,4967.91,109,1
7210,BA,PREMIUM_ECO,E,735,3893.95,92,1
7211,BA,ECONOMY,B,857,2924.27,92,1
7212,BA,PREMIUM_ECO,W,670,5337.37,92,1
7213,AF,BUSINESS,C,710,6012.55,109,1
7214,BA,ECONOMY,B,895,4065.38,92,1
7215,LH,BUSINESS,Z,966,6119.9,95,1
7216,LH,PREMIUM_ECO,G,745,10800.38,95,1
7217,BA,PREMIUM_ECO,W,465,7308.48,92,1
7218,DL,PREMIUM_ECO,W,520,4223.8,92,1
7219,AF,BUSINESS,D,445,6033.04,109,1
7220,BA,BUSINESS,R,420,6649.81,92,1
7221,BA,BUSINESS,C,420,8103.52,92,1
7222,LH,ECONOMY,M,285,2906.75,92,1
7223,BA,BUSINESS,R,420,7516.31,92,1
7224,LH,BUSINESS,J,730,11459.24,95,1
7225,UA,BUSINESS,C,980,6252.98,95,1
7226,AF,BUSINESS,C,705,6997.61,109,1
7227,BA,BUSINESS,R,455,8334.59,92,1
7228,AF,ECONOMY,W,65,1806.29,109,1
7229,AF,BUSINESS,J,770,11431.76,109,1
7230,AF,BUSINESS,D,525,6566.24,109,1
7231,LH,BUSINESS,D,730,6472.54,171,1
7232,BA,BUSINESS,I,855,4388.66,171,1
7233,BA,ECONOMY,Y,665,5727.8,92,1
7234,AF,BUSINESS,C,640,8330.93,109,1
7235,KL,BUSINESS,J,780,4982.16,109,1
7236,IB,ECONOMY,H,-240,1959.58,98,1
7237,AF,BUSINESS,J,1020,11740.98,109,1
7238,BA,BUSINESS,D,385,7524.74,92,1
7239,T3,ECONOMY,B,165,1363.95,92,1
7240,KL,ECONOMY,Q,615,2953.42,100,1
7241,JL,BUSINESS,D,715,5268.81,109,1
7242,SK,PREMIUM_ECO,Y,150,1121.1100000000001,109,1
7243,SN,ECONOMY,Y,80,2070.56,109,1
7244,AF,BUSINESS,J,385,8406.0,109,1
7245,SN,ECONOMY,Y,105,1706.73,169,1
7246,9W,BUSINESS,I,535,5443.25,92,1
7247,AF,BUSINESS,J,875,8327.29,171,1
7248,LH,ECONOMY,S,490,1804.6399999999999,173,1
7249,BA,PREMIUM_ECO,W,770,4858.95,92,1
7250,LH,ECONOMY,Y,930,3439.99,95,1
7251,AF,BUSINESS,D,540,7916.28,109,1
7252,BA,PREMIUM_ECO,W,465,3791.26,92,1
7253,IB,BUSINESS,D,125,2832.8,109,1
7254,KL,BUSINESS,I,843,6397.0,169,1
7255,LH,BUSINESS,Z,705,4655.68,169,1
7256,LH,BUSINESS,J,585,8477.630000000001,95,1
7257,BA,BUSINESS,D,675,6496.93,92,1
7258,LH,BUSINESS,D,730,5934.11,95,1
7259,BA,PREMIUM_ECO,E,985,3618.2200000000003,92,1
7260,KL,BUSINESS,J,815,6080.7,169,1
7261,AF,BUSINESS,J,910,6808.72,109,1
7262,AF,BUSINESS,J,590,8497.68,109,1
7263,EK,BUSINESS,I,1080,3630.22,95,1
7264,TK,BUSINESS,J,1055,2336.09,169,1
7265,BA,BUSINESS,D,850,5887.55,169,1
7266,BA,ECONOMY,Y,235,3968.2799999999997,92,1
7267,BA,BUSINESS,D,605,7649.59,92,1
7268,AF,PREMIUM_ECO,A,715,2250.7,109,1
7269,KL,BUSINESS,J,825,6488.52,109,1
7270,SQ,BUSINESS,J,785,5151.66,109,1
7271,BA,PREMIUM_ECO,W,1005,2530.5,169,1
7272,AF,BUSINESS,D,300,3391.6099999999997,109,1
7273,AF,BUSINESS,J,1075,6426.39,109,1
7274,AA,BUSINESS,D,935,4272.1900000000005,100,1
7275,VS,PREMIUM_ECO,H,670,2479.09,92,1
7276,LH,BUSINESS,C,395,5440.74,95,1
7277,BA,ECONOMY,L,1480,4143.24,169,1
7278,BA,BUSINESS,R,445,8836.77,92,1
7279,BA,PREMIUM_ECO,W,400,6020.4400000000005,92,1
7280,SQ,ECONOMY,B,775,4308.9400000000005,92,1
7281,SK,ECONOMY,K,910,2737.52,172,1
7282,BA,ECONOMY,B,460,4329.32,92,1
7283,TP,ECONOMY,S,330,1733.9299999999998,169,1
7284,BA,ECONOMY,Y,890,2091.9300000000003,170,1
7285,BA,PREMIUM_ECO,T,550,2932.6400000000003,92,1
7286,TS,BUSINESS,J,415,4019.05,109,1
7287,AF,PREMIUM_ECO,W,705,8483.779999999999,109,1
7288,DL,BUSINESS,Z,505,4716.58,169,1
7289,KL,BUSINESS,J,653,3549.77,169,1
7290,AF,PREMIUM_ECO,S,565,4537.6900000000005,109,1
7291,LH,ECONOMY,M,230,3149.0,109,1
